"","station","valid","lon","lat","tmpf","dwpf","relh","drct","sknt","p01i","alti","mslp","vsby","gust","skyc1","skyc2","skyc3","skyc4","skyl1","skyl2","skyl3","skyl4","wxcodes","ice_accretion_1hr","ice_accretion_3hr","ice_accretion_6hr","peak_wind_gust","peak_wind_drct","peak_wind_time","feel","metar"
"103650","AMA","2012-04-15 02:53:00",-101.7059,35.2194,66.92,23,18.74,280,30,0,29.55,995.9,10,38,"OVC",NA,NA,NA,3900,NA,NA,NA,"BLDU",NA,NA,NA,38,290,"2012-04-15 02:53",66.92,"KAMA 150253Z 28030G38KT 10SM BLDU OVC039 19/M05 A2955 RMK AO2 PK WND 29038/0253 PRESRR SLP959 T01941050 53025 $"
"103651","AMA","2012-04-15 03:53:00",-101.7059,35.2194,60.98,24.98,25.07,280,29,0,29.57,996.8,10,35,"OVC",NA,NA,NA,5500,NA,NA,NA,"BLDU",NA,NA,NA,39,280,"2012-04-15 03:19",60.98,"KAMA 150353Z 28029G35KT 10SM BLDU OVC055 16/M04 A2957 RMK AO2 PK WND 28039/0319 SLP968 T01611039 $"
"103652","AMA","2012-04-15 04:53:00",-101.7059,35.2194,57.02,23,26.59,270,17,0,29.64,999,10,25,"OVC",NA,NA,NA,7000,NA,NA,NA,"BLDU",NA,NA,NA,35,290,"2012-04-15 04:31",57.02,"KAMA 150453Z AUTO 27017G25KT 10SM BLDU OVC070 14/M05 A2964 RMK AO2 PK WND 29035/0431 SLP990 T01391050 $"
"103653","AMA","2012-04-15 05:53:00",-101.7059,35.2194,53.96,21.92,28.39,260,8,0,29.66,1000.1,10,NA,"OVC",NA,NA,NA,9000,NA,NA,NA,"BLDU",NA,NA,NA,30,260,"2012-04-15 05:04",53.96,"KAMA 150553Z AUTO 26008KT 10SM BLDU OVC090 12/M06 A2966 RMK AO2 PK WND 26030/0504 SLP001 T01221056 10267 20122 402940122 53034 $"
"103654","AMA","2012-04-15 06:53:00",-101.7059,35.2194,51.98,17.96,25.79,270,21,0,29.62,998.7,10,27,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,28,270,"2012-04-15 06:30",51.98,"KAMA 150653Z AUTO 27021G27KT 10SM BLDU CLR 11/M08 A2962 RMK AO2 PK WND 27028/0630 SLP987 T01111078 $"
"103655","AMA","2012-04-15 07:53:00",-101.7059,35.2194,50,14,23.37,270,18,0,29.61,998.1,10,26,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,31,260,"2012-04-15 07:36",43.44,"KAMA 150753Z AUTO 27018G26KT 10SM BLDU CLR 10/M10 A2961 RMK AO2 PK WND 26031/0736 SLP981 T01001100 $"
"103656","AMA","2012-04-15 08:53:00",-101.7059,35.2194,48.02,14,25.16,270,15,0,29.62,998.5,10,25,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,29,270,"2012-04-15 08:43",41.55,"KAMA 150853Z AUTO 27015G25KT 10SM BLDU CLR 09/M10 A2962 RMK AO2 PK WND 27029/0843 SLP985 T00891100 55014 $"
"103657","AMA","2012-04-15 09:53:00",-101.7059,35.2194,44.96,17.06,32.27,230,8,0,29.67,1000.5,10,NA,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,40.08,"KAMA 150953Z AUTO 23008KT 10SM BLDU CLR 07/M08 A2967 RMK AO2 SLP005 T00721083 $"
"103658","AMA","2012-04-15 10:53:00",-101.7059,35.2194,44.06,17.96,34.72,250,12,0,29.64,999.7,10,NA,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,37.35,"KAMA 151053Z 25012KT 10SM BLDU CLR 07/M08 A2964 RMK AO2 SLP997 T00671078 $"
"109250","AMA","2012-11-10 20:53:00",-101.7059,35.2194,77,33.98,20.89,200,25,0,29.63,999,5,39,"BKN","BKN",NA,NA,3200,4600,NA,NA,"HZ BLDU",NA,NA,NA,43,200,"2012-11-10 20:37",75.38,"KAMA 102053Z 20025G39KT 5SM HZ BLDU BKN032 BKN046 25/01 A2963 RMK AO2 PK WND 20043/2037 SLP990 T02500011 56029 $"
"109251","AMA","2012-11-10 21:53:00",-101.7059,35.2194,75.92,33.98,21.66,200,27,0,29.62,998.8,4,39,"BKN","OVC",NA,NA,3600,4700,NA,NA,"HZ BLDU",NA,NA,NA,45,220,"2012-11-10 20:57",74.23,"KAMA 102153Z 20027G39KT 4SM HZ BLDU BKN036 OVC047 24/01 A2962 RMK AO2 PK WND 22045/2057 SLP988 T02440011 $"
"109252","AMA","2012-11-10 22:53:00",-101.7059,35.2194,75.02,30.92,19.73,230,23,0,29.63,999,8,30,"OVC",NA,NA,NA,3800,NA,NA,NA,"BLDU",NA,NA,NA,37,210,"2012-11-10 22:30",73.15,"KAMA 102253Z 23023G30KT 8SM BLDU OVC038 24/M01 A2963 RMK AO2 PK WND 21037/2230 SLP990 T02391006 $"
"109253","AMA","2012-11-10 23:53:00",-101.7059,35.2194,71.96,28.94,20.18,240,24,0,29.65,1000.1,4,32,"OVC",NA,NA,NA,3400,NA,NA,NA,"HZ BLDU",NA,NA,NA,37,220,"2012-11-10 23:31",69.8,"KAMA 102353Z 24024G32KT 4SM HZ BLDU OVC034 22/M02 A2965 RMK AO2 PK WND 22037/2331 SLP001 T02221017 10256 20222 53006 $"
"109254","AMA","2012-11-11 00:53:00",-101.7059,35.2194,66.92,33.08,28.35,260,16,0,29.69,1001.6,10,21,"BKN",NA,NA,NA,4800,NA,NA,NA,"BLDU",NA,NA,NA,29,240,"2012-11-11 00:01",66.92,"KAMA 110053Z 26016G21KT 10SM BLDU BKN048 19/01 A2969 RMK AO2 PK WND 24029/0001 SLP016 T01940006 $"
"110234","AMA","2012-12-19 18:53:00",-101.7059,35.2194,66.02,21.92,18.48,230,24,0,29.5,996.2,10,38,"BKN","OVC",NA,NA,3300,10000,NA,NA,"BLDU",NA,NA,NA,44,210,"2012-12-19 18:21",66.02,"KAMA 191853Z 23024G38KT 10SM BLDU BKN033 OVC100 19/M06 A2950 RMK AO2 PK WND 21044/1821 SLP962 T01891056"
"110235","AMA","2012-12-19 19:25:00",-101.7059,35.2194,66.2,24.8,20.72,240,23,0,29.49,NA,6,40,"BKN","OVC",NA,NA,2900,3600,NA,NA,"HZ BLDU",NA,NA,NA,42,230,"2012-12-19 19:06",66.2,"KAMA 191925Z 24023G40KT 6SM HZ BLDU BKN029 OVC036 19/M04 A2949 RMK AO2 PK WND 23042/1906"
"110236","AMA","2012-12-19 19:53:00",-101.7059,35.2194,62.96,26.06,24.45,230,30,0,29.48,995.9,9,39,"BKN","BKN","OVC",NA,2900,3500,4900,NA,"BLDU",NA,NA,NA,42,260,"2012-12-19 19:34",62.96,"KAMA 191953Z 23030G39KT 9SM BLDU BKN029 BKN035 OVC049 17/M03 A2948 RMK AO2 PK WND 26042/1934 SLP959 T01721033"
"110237","AMA","2012-12-19 20:02:00",-101.7059,35.2194,62.6,28.4,27.27,240,32,0,29.48,NA,4,39,"BKN","OVC",NA,NA,3100,4600,NA,NA,"HZ BLDU",NA,NA,NA,38,240,"2012-12-19 19:59",62.6,"KAMA 192002Z 24032G39KT 4SM HZ BLDU BKN031 OVC046 17/M02 A2948 RMK AO2 PK WND 24038/1959"
"110238","AMA","2012-12-19 20:13:00",-101.7059,35.2194,62.6,28.4,27.27,250,25,0,29.49,NA,3,42,"BKN","OVC",NA,NA,2900,3600,NA,NA,"HZ BLDU",NA,NA,NA,42,250,"2012-12-19 20:04",62.6,"KAMA 192013Z 25025G42KT 3SM HZ BLDU BKN029 OVC036 17/M02 A2949 RMK AO2 PK WND 25042/2004 SFC VIS 3"
"110239","AMA","2012-12-19 20:32:00",-101.7059,35.2194,60.8,28.4,29.06,260,28,0,29.5,NA,9,35,"SCT","SCT","OVC",NA,2500,3300,10000,NA,"BLDU",NA,NA,NA,42,250,"2012-12-19 20:04",60.8,"KAMA 192032Z 26028G35KT 9SM BLDU SCT025 SCT033 OVC100 16/M02 A2950 RMK AO2 PK WND 25042/2004"
"110240","AMA","2012-12-19 20:53:00",-101.7059,35.2194,59,28.04,30.53,270,29,0,29.52,997.3,10,39,"OVC",NA,NA,NA,10000,NA,NA,NA,"BLDU",NA,NA,NA,42,250,"2012-12-19 20:04",59,"KAMA 192053Z AUTO 27029G39KT 10SM BLDU OVC100 15/M02 A2952 RMK AO2 PK WND 25042/2004 SLP973 T01501022 55005 TSNO"
"110241","AMA","2012-12-19 21:53:00",-101.7059,35.2194,44.06,17.96,34.72,330,22,0,29.61,1001.4,8,32,"BKN","OVC",NA,NA,7500,9000,NA,NA,"BLDU",NA,NA,NA,38,270,"2012-12-19 21:18",34.73,"KAMA 192153Z 33022G32KT 8SM BLDU BKN075 OVC090 07/M08 A2961 RMK AO2 PK WND 27038/2118 WSHFT 2133 PRESRR SLP014 T00671078"
"110242","AMA","2012-12-19 22:00:00",-101.7059,35.2194,42.8,17.6,35.87,330,22,0,29.62,NA,9,30,"BKN","OVC",NA,NA,7500,9000,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,33.04,"KAMA 192200Z 33022G30KT 9SM BLDU BKN075 OVC090 06/M08 A2962 RMK AO2 PK WND 33030/2158 WSHFT 2140"
"110243","AMA","2012-12-19 22:53:00",-101.7059,35.2194,37.94,21.02,50.14,310,26,0,29.72,1005.5,9,35,"FEW","BKN",NA,NA,3100,11000,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,25.64,"KAMA 192253Z 31026G35KT 9SM BLDU FEW031 BKN110 03/M06 A2972 RMK AO2 PK WND 31035/2252 WSHFT 2140 SLP055 T00331061"
"110244","AMA","2012-12-19 23:38:00",-101.7059,35.2194,33.8,19.4,55.14,320,32,0,29.78,NA,8,40,"OVC",NA,NA,NA,2900,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,18.78,"KAMA 192338Z 32032G40KT 8SM BLDU OVC029 01/M07 A2978 RMK AO2 PK WND 33040/2337"
"110245","AMA","2012-12-19 23:53:00",-101.7059,35.2194,32,19.94,60.66,330,32,0,29.8,1008.9,10,42,"FEW","OVC",NA,NA,2900,4400,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,16.29,"KAMA 192353Z 33032G42KT 10SM BLDU FEW029 OVC044 00/M07 A2980 RMK AO2 PK WND 33042/2350 SLP089 T00001067 10194 20000 51058"
"110246","AMA","2012-12-20 00:06:00",-101.7059,35.2194,30.2,23,74.26,320,27,1e-04,29.82,NA,2,40,"SCT","OVC",NA,NA,2300,3700,NA,NA,"-SN BLDU",NA,NA,NA,40,320,"2012-12-19 23:58",14.89,"KAMA 200006Z 32027G40KT 2SM -SN BLDU SCT023 OVC037 M01/M05 A2982 RMK AO2 PK WND 32040/2358 SNB2355 PRESRR P0000"
"110247","AMA","2012-12-20 00:53:00",-101.7059,35.2194,30.92,17.06,55.99,330,36,1e-04,29.86,1011.3,2,46,"OVC",NA,NA,NA,3000,NA,NA,NA,"HZ BLDU",NA,NA,NA,47,320,"2012-12-20 00:43",14.03,"KAMA 200053Z 33036G46KT 2SM HZ BLDU OVC030 M01/M08 A2986 RMK AO2 PK WND 32047/0043 SFC VIS 6 SNB2355E31 SLP113 P0000 T10061083"
"110248","AMA","2012-12-20 00:56:00",-101.7059,35.2194,30.2,17.6,59.01,330,28,0,29.87,NA,6,47,"OVC",NA,NA,NA,2800,NA,NA,NA,"HZ BLDU",NA,NA,NA,47,330,"2012-12-20 00:54",14.66,"KAMA 200056Z 33028G47KT 6SM HZ BLDU OVC028 M01/M08 A2987 RMK AO2 PK WND 33047/0054 PRESRR"
"110249","AMA","2012-12-20 01:16:00",-101.7059,35.2194,30.2,17.6,59.01,330,29,0,29.89,NA,10,44,"OVC",NA,NA,NA,3100,NA,NA,NA,"BLDU",NA,NA,NA,47,330,"2012-12-20 00:54",14.44,"KAMA 200116Z 33029G44KT 10SM BLDU OVC031 M01/M08 A2989 RMK AO2 PK WND 33047/0054"
"110250","AMA","2012-12-20 01:53:00",-101.7059,35.2194,32,17.06,53.6,320,28,0,29.94,1013.6,10,40,"BKN",NA,NA,NA,3200,NA,NA,NA,"BLDU",NA,NA,NA,48,320,"2012-12-20 01:18",17.12,"KAMA 200153Z 32028G40KT 10SM BLDU BKN032 00/M08 A2994 RMK AO2 PK WND 32048/0118 PRESRR SLP136 T00001083"
"110251","AMA","2012-12-20 02:53:00",-101.7059,35.2194,30.92,15.98,53.44,330,32,0,29.99,1015.3,10,40,"BKN","BKN",NA,NA,3200,10000,NA,NA,"BLDU",NA,NA,NA,43,360,"2012-12-20 02:39",14.8,"KAMA 200253Z 33032G40KT 10SM BLDU BKN032 BKN100 M01/M09 A2999 RMK AO2 PK WND 36043/0239 SLP153 60000 T10061089 51056"
"110252","AMA","2012-12-20 03:53:00",-101.7059,35.2194,28.94,15.08,55.69,330,25,0,30.04,1017.1,10,42,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,42,330,"2012-12-20 03:44",13.67,"KAMA 200353Z 33025G42KT 10SM BLDU CLR M02/M09 A3004 RMK AO2 PK WND 33042/0344 SLP171 T10171094"
"111713","AMA","2013-02-09 23:03:00",-101.7059,35.2194,69.8,15.8,12.48,220,26,0,29.53,NA,1,42,"BKN","BKN",NA,NA,3800,5000,NA,NA,"HZ BLDU",NA,NA,NA,42,220,"2013-02-09 23:01",69.8,"KAMA 092303Z 22026G42KT 1SM HZ BLDU BKN038 BKN050 21/M09 A2953 RMK AO2 PK WND 22042/2301 SFC VIS 4"
"111714","AMA","2013-02-09 23:42:00",-101.7059,35.2194,66.2,12.2,12.06,210,21,0,29.52,NA,2,30,"BKN","OVC",NA,NA,3800,4900,NA,NA,"HZ BLDU",NA,NA,NA,42,220,"2013-02-09 23:01",66.2,"KAMA 092342Z 21021G30KT 2SM HZ BLDU BKN038 OVC049 19/M11 A2952 RMK AO2 PK WND 22042/2301 SFC VIS 5"
"111715","AMA","2013-02-09 23:53:00",-101.7059,35.2194,66.92,10.04,10.69,230,25,0,29.53,997.5,2,33,"OVC",NA,NA,NA,3800,NA,NA,NA,"HZ BLDU",NA,NA,NA,42,220,"2013-02-09 23:01",66.92,"KAMA 092353Z 23025G33KT 2SM HZ BLDU OVC038 19/M12 A2953 RMK AO2 PK WND 22042/2301 SFC VIS 4 SLP975 T01941122 10206 20117 55019"
"111716","AMA","2013-02-10 00:20:00",-101.7059,35.2194,66.2,1.4,7.39,230,28,0,29.53,NA,1.25,36,"OVC",NA,NA,NA,3000,NA,NA,NA,"HZ BLDU",NA,NA,NA,36,230,"2013-02-10 00:12",66.2,"KAMA 100020Z 23028G36KT 1 1/4SM HZ BLDU OVC030 19/M17 A2953 RMK AO2 PK WND 23036/0012 SFC VIS 2"
"111717","AMA","2013-02-10 00:27:00",-101.7059,35.2194,64.4,1.4,7.87,230,33,0,29.54,NA,1.25,38,"OVC",NA,NA,NA,2800,NA,NA,NA,"HZ BLDU",NA,NA,NA,38,220,"2013-02-10 00:27",64.4,"KAMA 100027Z 23033G38KT 1 1/4SM HZ BLDU OVC028 18/M17 A2954 RMK AO2 PK WND 22038/0027 SFC VIS 2"
"111718","AMA","2013-02-10 00:42:00",-101.7059,35.2194,60.8,10.4,13.46,250,25,0,29.55,NA,1.25,36,"OVC",NA,NA,NA,3200,NA,NA,NA,"HZ BLDU",NA,NA,NA,38,250,"2013-02-10 00:32",60.8,"KAMA 100042Z 25025G36KT 1 1/4SM HZ BLDU OVC032 16/M12 A2955 RMK AO2 PK WND 25038/0032 SFC VIS 4"
"111719","AMA","2013-02-10 00:53:00",-101.7059,35.2194,60.08,12.02,14.84,260,22,0,29.56,999.2,3,31,"OVC",NA,NA,NA,3600,NA,NA,NA,"HZ BLDU",NA,NA,NA,38,250,"2013-02-10 00:32",60.08,"KAMA 100053Z 26022G31KT 3SM HZ BLDU OVC036 16/M11 A2956 RMK AO2 PK WND 25038/0032 SFC VIS 5 SLP992 T01561111"
"115417","AMA","2013-06-20 22:32:00",-101.7059,35.2194,91.4,59,33.84,170,27,0,29.91,NA,8,33,"SCT","BKN",NA,NA,2900,3600,NA,NA,"BLDU",NA,NA,NA,33,180,"2013-06-20 22:31",91.4,"KAMA 202232Z 17027G33KT 8SM BLDU SCT029 BKN036 33/15 A2991 RMK AO2 PK WND 18033/2231 $"
"115418","AMA","2013-06-20 22:43:00",-101.7059,35.2194,91.4,60.8,36.08,170,24,0,29.91,NA,7,29,"BKN","OVC",NA,NA,2700,3400,NA,NA,"BLDU",NA,NA,NA,33,180,"2013-06-20 22:31",91.4,"KAMA 202243Z 17024G29KT 7SM BLDU BKN027 OVC034 33/16 A2991 RMK AO2 PK WND 18033/2231 $"
"115419","AMA","2013-06-20 22:53:00",-101.7059,35.2194,91.94,59,33.27,180,21,0,29.91,1006.8,7,28,"BKN","OVC",NA,NA,2700,3300,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,91.94,"KAMA 202253Z 18021G28KT 7SM BLDU BKN027 OVC033 33/15 A2991 RMK AO2 PK WND 18033/2231 SLP068 T03330150 $"
"115420","AMA","2013-06-20 23:07:00",-101.7059,35.2194,91.4,59,33.84,160,23,0,29.91,NA,5,32,"BKN","OVC",NA,NA,3000,3600,NA,NA,"HZ BLDU",NA,NA,NA,32,170,"2013-06-20 23:02",91.4,"KAMA 202307Z 16023G32KT 5SM HZ BLDU BKN030 OVC036 33/15 A2991 RMK AO2 PK WND 17032/2302 $"
"115421","AMA","2013-06-20 23:53:00",-101.7059,35.2194,89.06,57.02,33.92,170,23,0,29.91,1007.1,6,31,"BKN","OVC",NA,NA,3200,4000,NA,NA,"HZ BLDU",NA,NA,NA,32,170,"2013-06-20 23:43",87.71,"KAMA 202353Z 17023G31KT 6SM HZ BLDU BKN032 OVC040 32/14 A2991 RMK AO2 PK WND 17032/2343 SLP071 T03170139 10344 20300 55010 $"
"115422","AMA","2013-06-21 00:53:00",-101.7059,35.2194,86,55.94,35.95,180,21,0,29.95,1008.6,10,28,"OVC",NA,NA,NA,4600,NA,NA,NA,"BLDU",NA,NA,NA,35,170,"2013-06-20 23:56",84.67,"KAMA 210053Z 18021G28KT 10SM BLDU OVC046 30/13 A2995 RMK AO2 PK WND 17035/2356 SLP086 T03000133 $"
"115423","AMA","2013-06-21 01:53:00",-101.7059,35.2194,84.92,41,21.27,230,33,1e-04,29.91,1006.8,10,42,"FEW",NA,NA,NA,6000,NA,NA,NA,"BLDU",NA,NA,NA,42,240,"2013-06-21 01:50",82.04,"KAMA 210153Z 23033G42KT 10SM BLDU FEW060 29/05 A2991 RMK AO2 PK WND 24042/0150 RAB27E40 SLP068 P0000 T02940050 TSNO $"
"115424","AMA","2013-06-21 02:02:00",-101.7059,35.2194,84.2,42.8,23.33,250,28,0,NA,NA,9,41,"FEW",NA,NA,NA,1100,NA,NA,NA,"BLDU SQ",NA,NA,NA,NA,NA,NA,81.61,"KAMA 210202Z 25028G41KT 9SM BLDU SQ FEW011 29/06"
"115425","AMA","2013-06-21 02:09:00",-101.7059,35.2194,87.8,37.4,16.86,230,39,0,NA,NA,7,49,"FEW",NA,NA,NA,700,NA,NA,NA,"BLDU SQ",NA,NA,NA,49,230,"2013-06-21 02:07",84.16,"KAMA 210209Z 23039G49KT 7SM BLDU SQ FEW007 31/03 RMK AO2 PK WND 23049/0207 WSHFT 0142 $"
"115426","AMA","2013-06-21 02:53:00",-101.7059,35.2194,82.04,44.06,26.25,190,34,0,NA,NA,10,47,"SCT",NA,NA,NA,10000,NA,NA,NA,"BLDU",NA,NA,NA,53,180,"2013-06-21 02:38",80.24,"KAMA 210253Z 19034G47KT 10SM BLDU SCT100 28/07 RMK AO2 PK WND 18053/0238 WSHFT 0142 SLPNO 60000 T02780067 $"
"119456","AMA","2013-11-16 18:53:00",-101.7059,35.2194,71.96,37.04,27.93,230,29,0,29.6,998.1,10,40,"FEW",NA,NA,NA,7000,NA,NA,NA,"BLDU",NA,NA,NA,41,230,"2013-11-16 18:28",70.17,"KAMA 161853Z 23029G40KT 10SM BLDU FEW070 22/03 A2960 RMK AO2 PK WND 23041/1828 SLP981 T02220028"
"119457","AMA","2013-11-16 19:35:00",-101.7059,35.2194,71.6,33.8,24.86,230,32,0,29.58,NA,9,44,"BKN","BKN",NA,NA,2900,7000,NA,NA,"BLDU",NA,NA,NA,44,240,"2013-11-16 19:30",69.63,"KAMA 161935Z 23032G44KT 9SM BLDU BKN029 BKN070 22/01 A2958 RMK AO2 PK WND 24044/1930"
"119458","AMA","2013-11-16 19:53:00",-101.7059,35.2194,69.98,35.06,27.62,240,33,0,29.57,997.2,10,40,"BKN","BKN",NA,NA,3100,7500,NA,NA,"BLDU",NA,NA,NA,44,230,"2013-11-16 19:39",69.98,"KAMA 161953Z 24033G40KT 10SM BLDU BKN031 BKN075 21/02 A2957 RMK AO2 PK WND 23044/1939 SLP972 T02110017"
"119459","AMA","2013-11-16 20:53:00",-101.7059,35.2194,69.98,35.96,28.63,250,25,0,29.56,997,10,37,"SCT","BKN",NA,NA,3700,7500,NA,NA,"BLDU",NA,NA,NA,43,220,"2013-11-16 20:26",69.98,"KAMA 162053Z 25025G37KT 10SM BLDU SCT037 BKN075 21/02 A2956 RMK AO2 PK WND 22043/2026 SLP970 T02110022 56025"
"119460","AMA","2013-11-16 21:53:00",-101.7059,35.2194,71.06,35.96,27.59,230,27,0,29.56,996.9,10,36,"FEW","SCT",NA,NA,3900,7500,NA,NA,"BLDU",NA,NA,NA,42,230,"2013-11-16 20:59",69.16,"KAMA 162153Z 23027G36KT 10SM BLDU FEW039 SCT075 22/02 A2956 RMK AO2 PK WND 23042/2059 SLP969 T02170022"
"119461","AMA","2013-11-16 22:53:00",-101.7059,35.2194,69.08,30.92,24.13,240,27,0,29.57,997.6,10,38,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,39,240,"2013-11-16 22:00",69.08,"KAMA 162253Z 24027G38KT 10SM BLDU CLR 21/M01 A2957 RMK AO2 PK WND 24039/2200 SLP976 T02061006"
"119462","AMA","2013-11-16 23:53:00",-101.7059,35.2194,66.92,32,27.15,250,18,0,29.59,998.6,10,27,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,32,240,"2013-11-16 23:09",66.92,"KAMA 162353Z 25018G27KT 10SM BLDU CLR 19/00 A2959 RMK AO2 PK WND 24032/2309 SLP986 T01940000 10222 20194 53007"
"119463","AMA","2013-11-17 00:53:00",-101.7059,35.2194,60.98,30.92,32,230,9,0,29.6,999.1,10,NA,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,60.98,"KAMA 170053Z 23009KT 10SM BLDU CLR 16/M01 A2960 RMK AO2 SLP991 T01611006"
"121281","AMA","2014-01-19 18:46:00",-101.7059,35.2194,66.02,12.02,12.04,240,27,0,30.09,NA,6,35,"CLR",NA,NA,NA,NA,NA,NA,NA,"HZ BLDU",NA,NA,NA,37,220,"2014-01-19 17:57",66.02,"KAMA 191846Z 24027G35KT 6SM HZ BLDU CLR 19/M11 A3009 RMK AO2 PK WND 22037/1757 T01891111"
"121282","AMA","2014-01-19 18:53:00",-101.7059,35.2194,66.02,12.02,12.04,240,26,0,30.08,1017.2,7,35,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,37,220,"2014-01-19 17:57",66.02,"KAMA 191853Z 24026G35KT 7SM BLDU CLR 19/M11 A3008 RMK AO2 PK WND 22037/1757 SLP172 T01891111"
"121283","AMA","2014-01-19 19:53:00",-101.7059,35.2194,66.92,10.04,10.69,230,27,0,30.03,1015.1,10,35,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,40,230,"2014-01-19 19:04",66.92,"KAMA 191953Z 23027G35KT 10SM BLDU CLR 19/M12 A3003 RMK AO2 PK WND 23040/1904 SLP151 T01941122"
"121284","AMA","2014-01-19 20:53:00",-101.7059,35.2194,68,8.96,9.81,240,21,0,30,1014.5,10,36,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,36,240,"2014-01-19 20:05",68,"KAMA 192053Z 24021G36KT 10SM BLDU CLR 20/M13 A3000 RMK AO2 PK WND 24036/2005 SLP145 T02001128 56041"
"121285","AMA","2014-01-19 21:53:00",-101.7059,35.2194,68,8.96,9.81,240,22,0,29.98,1013.7,10,32,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,35,230,"2014-01-19 21:14",68,"KAMA 192153Z 24022G32KT 10SM BLDU CLR 20/M13 A2998 RMK AO2 PK WND 23035/2114 SLP137 T02001128"
"121468","AMA","2014-01-27 05:38:00",-101.7059,35.2194,33.98,26.06,72.45,20,27,0,30.01,NA,4,38,"BKN",NA,NA,NA,1100,NA,NA,NA,"BLDU",NA,NA,NA,40,30,"2014-01-27 05:23",20.04,"KAMA 270538Z 02027G38KT 4SM BLDU BKN011 01/M03 A3001 RMK AO2 PK WND 03040/0523 T00111033"
"122872","AMA","2014-03-12 00:03:00",-101.7059,35.2194,53.06,30.92,42.58,360,27,0,29.9,NA,0.75,39,"OVC",NA,NA,NA,2200,NA,NA,NA,"BLDU",NA,NA,NA,39,360,"2014-03-11 23:57",53.06,"KAMA 120003Z 36027G39KT 3/4SM R04/P6000FT BLDU OVC022 12/M01 A2990 RMK AO2 PK WND 36039/2357 TWR VIS 1 1/2 PRESRR T01171006"
"122873","AMA","2014-03-12 00:06:00",-101.7059,35.2194,51.98,30.92,44.31,360,27,0,29.9,NA,1.25,39,"OVC",NA,NA,NA,2200,NA,NA,NA,"BLDU",NA,NA,NA,39,360,"2014-03-11 23:57",51.98,"KAMA 120006Z 36027G39KT 1 1/4SM BLDU OVC022 11/M01 A2990 RMK AO2 PK WND 36039/2357 TWR VIS 1 1/2 PRESRR T01111006"
"122874","AMA","2014-03-12 00:11:00",-101.7059,35.2194,51.08,30.92,45.81,10,31,0,29.91,NA,0.75,41,"OVC",NA,NA,NA,2300,NA,NA,NA,"BLDU",NA,NA,NA,41,360,"2014-03-12 00:08",51.08,"KAMA 120011Z 01031G41KT 3/4SM R04/P6000FT BLDU OVC023 11/M01 A2991 RMK AO2 PK WND 36041/0008 TWR VIS 1 1/2 T01061006"
"122875","AMA","2014-03-12 00:48:00",-101.7059,35.2194,46.4,30.2,53,360,32,0,29.96,NA,0.5,40,"OVC",NA,NA,NA,2200,NA,NA,NA,"BLDU",NA,NA,NA,41,360,"2014-03-12 00:08",36.21,"KAMA 120048Z 36032G40KT 1/2SM R04/P6000FT BLDU OVC022 08/M01 A2996 RMK AO2 PK WND 36041/0008 TWR VIS 1 1/2 PRESRR"
"122876","AMA","2014-03-12 00:53:00",-101.7059,35.2194,46.04,30.92,55.32,360,32,0,29.97,1013.6,0.75,40,"OVC",NA,NA,NA,2200,NA,NA,NA,"BLDU",NA,NA,NA,41,360,"2014-03-12 00:08",35.71,"KAMA 120053Z 36032G40KT 3/4SM R04/P6000FT BLDU OVC022 08/M01 A2997 RMK AO2 PK WND 36041/0008 TWR VIS 1 1/2 PRESRR SLP136 T00781006"
"122877","AMA","2014-03-12 01:00:00",-101.7059,35.2194,46.04,30.92,55.32,10,29,0,29.97,NA,1.25,39,"OVC",NA,NA,NA,2300,NA,NA,NA,"BLDU",NA,NA,NA,38,360,"2014-03-12 00:55",36.16,"KAMA 120100Z 01029G39KT 1 1/4SM BLDU OVC023 08/M01 A2997 RMK AO2 PK WND 36038/0055 TWR VIS 1 1/2 T00781006"
